DENOM_CIA,SETOR_ATIV,ANO_ARQUIVO,VL_CONTA,VL_CONTA_REAIS,VL_CONTA_BI
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,Serviços Transporte e Logística,2024,3020166.0,3020166000.0,3.020166
MRS LOGISTICA S.A.,Serviços Transporte e Logística,2024,2615659.0,2615659000.0,2.615659
COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,Serviços Transporte e Logística,2024,1555715.0,1555715000.0,1.555715
LOCALIZA FLEET S.A.,Serviços Transporte e Logística,2024,1447508.0,1447508000.0,1.447508
"MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.",Serviços Transporte e Logística,2024,1126800.0,1126800000.0,1.1268
JSL S.A.,Serviços Transporte e Logística,2024,1118190.0,1118190000.0,1.11819
"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",Serviços Transporte e Logística,2024,967933.0,967933000.0,0.967933
"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",Serviços Transporte e Logística,2024,677844.0,677844000.0,0.677844
VIX LOGÍSTICA S.A.,Serviços Transporte e Logística,2024,488288.0,488288000.0,0.488288
TEGMA GESTAO LOGISTICA S.A.,Serviços Transporte e Logística,2024,452524.0,452524000.0,0.452524
EPR INFRAESTRUTURA PR S.A.,Serviços Transporte e Logística,2024,277012.0,277012000.0,0.277012
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,Serviços Transporte e Logística,2024,202247.0,202247000.0,0.202247
CLI SUL S.A.,Serviços Transporte e Logística,2024,120746.0,120746000.0,0.120746
LOG-IN LOGISTICA INTERMODAL S.A.,Serviços Transporte e Logística,2024,113875.0,113875000.0,0.113875
HOLDING DO ARAGUAIA S.A.,Serviços Transporte e Logística,2024,104063.0,104063000.0,0.104063
LETS RENT A CAR S/A,Serviços Transporte e Logística,2024,89407.0,89407000.0,0.089407
AUTOMOB PARTICIPAÇÕES S.A.,Serviços Transporte e Logística,2024,29300.0,29300000.0,0.0293
CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,Serviços Transporte e Logística,2024,-10582.0,-10582000.0,-0.010582
UNIDAS LOCADORA S.A.,Serviços Transporte e Logística,2024,-19123.0,-19123000.0,-0.019123
TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.,Serviços Transporte e Logística,2024,-150823.0,-150823000.0,-0.150823
"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",Serviços Transporte e Logística,2024,-153598.0,-153598000.0,-0.153598
SIMPAR S.A.,Serviços Transporte e Logística,2024,-558017.0,-558017000.0,-0.558017
HIDROVIAS DO BRASIL S.A.,Serviços Transporte e Logística,2024,-604100.0,-604100000.0,-0.6041
BBM LOGÍSTICA S.A.,Serviços Transporte e Logística,2024,-792202.0,-792202000.0,-0.792202
MOVIDA PARTICIPACOES SA,Serviços Transporte e Logística,2024,-838716.0,-838716000.0,-0.838716
ARTERIS S.A.,Serviços Transporte e Logística,2024,-1283566.0,-1283566000.0,-1.283566
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,Serviços Transporte e Logística,2024,-2100613.0,-2100613000.0,-2.100613
TELEFÔNICA BRASIL S.A,Telecomunicações,2024,10597309.0,10597309000.0,10.597309
TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.,Telecomunicações,2024,4820405.0,4820405000.0,4.820405
OI S.A. - EM RECUPERAÇÃO JUDICIAL,Telecomunicações,2024,4182354.0,4182354000.0,4.182354
TIM S.A.,Telecomunicações,2024,2837422.0,2837422000.0,2.837422
V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.,Telecomunicações,2024,1249981.0,1249981000.0,1.249981
DESKTOP S.A.,Telecomunicações,2024,434104.0,434104000.0,0.434104
BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.,Telecomunicações,2024,232982.0,232982000.0,0.232982
GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.,Telecomunicações,2024,107988.0,107988000.0,0.107988
BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,Telecomunicações,2024,24620.0,24620000.0,0.02462
VERO S.A.,Telecomunicações,2024,-19924.0,-19924000.0,-0.019924
"BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A",Telecomunicações,2024,-23829.0,-23829000.0,-0.023829
ALGAR TELECOM S/A,Telecomunicações,2024,-480763.0,-480763000.0,-0.480763
HIGHLINE BRASIL II INFRAESTRUTURA DE TELECOMUNICAÇÕES S.A.,Telecomunicações,2024,-1179804.0,-1179804000.0,-1.179804
PETTENATI S.A. INDUSTRIA TEXTIL,Têxtil e Vestuário,2024,102578941.0,102578941000.0,102.578941
GRENDENE S.A.,Têxtil e Vestuário,2024,1292907.0,1292907000.0,1.292907
VULCABRAS S.A.,Têxtil e Vestuário,2024,1064750.0,1064750000.0,1.06475
AZZAS 2154 S.A.,Têxtil e Vestuário,2024,737222.0,737222000.0,0.737222
C&A MODAS S.A.,Têxtil e Vestuário,2024,445658.0,445658000.0,0.445658
TRACK & FIELD CO S.A.,Têxtil e Vestuário,2024,232163.0,232163000.0,0.232163
GUARARAPES CONFECCOES S.A.,Têxtil e Vestuário,2024,200878.0,200878000.0,0.200878
CIA FIACAO TECIDOS CEDRO CACHOEIRA,Têxtil e Vestuário,2024,190779.0,190779000.0,0.190779
KARSTEN S.A.,Têxtil e Vestuário,2024,160569.0,160569000.0,0.160569
CAMBUCI S.A.,Têxtil e Vestuário,2024,148299.0,148299000.0,0.148299
COMPANHIA INDUSTRIAL CATAGUASES,Têxtil e Vestuário,2024,43370.0,43370000.0,0.04337
CIA INDUSTRIAL SCHLOSSER S.A.,Têxtil e Vestuário,2024,-273.0,-273000.0,-0.000273
MUNDIAL S.A. - PRODUTOS DE CONSUMO,Têxtil e Vestuário,2024,-3009.0,-3009000.0,-0.003009
FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL,Têxtil e Vestuário,2024,-19503.0,-19503000.0,-0.019503
TEXTIL RENAUXVIEW S.A.,Têxtil e Vestuário,2024,-22701.0,-22701000.0,-0.022701
TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL,Têxtil e Vestuário,2024,-71951.0,-71951000.0,-0.071951
INBRANDS S.A.,Têxtil e Vestuário,2024,-73046.0,-73046000.0,-0.073046
CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL,Têxtil e Vestuário,2024,-255970.0,-255970000.0,-0.25597
CIA TECIDOS NORTE DE MINAS COTEMINAS,Têxtil e Vestuário,2024,-2009110.0,-2009110000.0,-2.00911
ALPARGATAS S.A.,Têxtil e Vestuário,2024,-3520174.0,-3520174000.0,-3.520174
SAO MARTINHO S.A.,"Agricultura (Açúcar, Álcool e Cana)",2025,2033010.0,2033010000.0,2.03301
TRÊS TENTOS AGROINDUSTRIAL S/A,"Agricultura (Açúcar, Álcool e Cana)",2025,1565064.0,1565064000.0,1.565064
SLC AGRICOLA S.A.,"Agricultura (Açúcar, Álcool e Cana)",2025,1046936.0,1046936000.0,1.046936
BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,"Agricultura (Açúcar, Álcool e Cana)",2025,364886.0,364886000.0,0.364886
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,"Agricultura (Açúcar, Álcool e Cana)",2025,327984.0,327984000.0,0.327984
CERRADINHO BIOENERGIA S.A.,"Agricultura (Açúcar, Álcool e Cana)",2025,236823.0,236823000.0,0.236823
VITTIA S.A.,"Agricultura (Açúcar, Álcool e Cana)",2025,141455.0,141455000.0,0.141455
JALLES MACHADO S.A.,"Agricultura (Açúcar, Álcool e Cana)",2025,29168.0,29168000.0,0.029168
NUTRIPLANT INDUSTRIA E COMERCIO S.A.,"Agricultura (Açúcar, Álcool e Cana)",2025,15662.0,15662000.0,0.015662
TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,"Agricultura (Açúcar, Álcool e Cana)",2025,12077.0,12077000.0,0.012077
RAIZEN ENERGIA S.A.,"Agricultura (Açúcar, Álcool e Cana)",2025,-7411643.0,-7411643000.0,-7.411643
COSAN S.A.,"Agricultura (Açúcar, Álcool e Cana)",2025,-36712334.0,-36712334000.0,-36.712334
JBS S.A.,Alimentos,2025,23239906.0,23239906000.0,23.239906
MARFRIG GLOBAL FOODS S.A.,Alimentos,2025,4643545.0,4643545000.0,4.643545
M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,Alimentos,2025,1305765.0,1305765000.0,1.305765
CARAMURU ALIMENTOS S.A.,Alimentos,2025,842875.0,842875000.0,0.842875
J. MACEDO S.A.,Alimentos,2025,699957.0,699957000.0,0.699957
CAMIL ALIMENTOS S.A.,Alimentos,2025,577462.0,577462000.0,0.577462
GRANJA FARIA S.A.,Alimentos,2025,470323.0,470323000.0,0.470323
MADERO INDÚSTRIA E COMÉRCIO S.A.,Alimentos,2025,322276.0,322276000.0,0.322276
BOA SAFRA SEMENTES S.A.,Alimentos,2025,261638.0,261638000.0,0.261638
CONSERVAS ODERICH S.A.,Alimentos,2025,112252.0,112252000.0,0.112252
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,Alimentos,2025,-225246.0,-225246000.0,-0.225246
ZAMP SA,Alimentos,2025,-298456.0,-298456000.0,-0.298456
MINERVA S.A.,Alimentos,2025,-715546.0,-715546000.0,-0.715546
BCO BRASIL S.A.,Bancos,2025,45953502.0,45953502000.0,45.953502
BCO BRADESCO S.A.,Bancos,2025,41466789.0,41466789000.0,41.466789
BCO SANTANDER (BRASIL) S.A.,Bancos,2025,26378886.0,26378886000.0,26.378886
BCO DAYCOVAL S.A.,Bancos,2025,3537048.0,3537048000.0,3.537048
BANCO DO ESTADO DO RIO GRANDE DO SUL SA,Bancos,2025,2442349.0,2442349000.0,2.442349
BCO MERCANTIL DO BRASIL S.A.,Bancos,2025,1151376.0,1151376000.0,1.151376
BANESTES S.A. - BCO EST ESPIRITO SANTO,Bancos,2025,768553.0,768553000.0,0.768553
BANCO RCI BRASIL S.A.,Bancos,2025,618804.0,618804000.0,0.618804
BCO PINE S.A,Bancos,2025,534612.0,534612000.0,0.534612
AMBEV S.A.,Bebidas e Fumo,2025,61670770.0,61670770000.0,61.67077
SOLAR BEBIDAS S.A.,Bebidas e Fumo,2025,3040738.0,3040738000.0,3.040738
"B3 S.A. - BRASIL, BOLSA, BALCÃO",Bolsas de Valores/Mercadorias e Futuros,2025,18327126.0,18327126000.0,18.327126
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,Brinquedos e Lazer,2025,2162220.0,2162220000.0,2.16222
MANUFATURA DE BRINQUEDOS ESTRELA S.A.,Brinquedos e Lazer,2025,117877.0,117877000.0,0.117877
BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.,Brinquedos e Lazer,2025,27149.0,27149000.0,0.027149
T4F ENTRETENIMENTO S.A.,Brinquedos e Lazer,2025,-122606.0,-122606000.0,-0.122606
TOTVS S.A.,Comunicação e Informática,2025,1656185.0,1656185000.0,1.656185
VALID SOLUÇÕES S.A.,Comunicação e Informática,2025,648356.0,648356000.0,0.648356
SENIOR SISTEMAS S.A.,Comunicação e Informática,2025,440979.0,440979000.0,0.440979
BEMOBI MOBILE TECH S.A.,Comunicação e Informática,2025,281425.0,281425000.0,0.281425
BRQ SOLUCOES EM INFORMATICA S.A.,Comunicação e Informática,2025,262864.0,262864000.0,0.262864
POSITIVO TECNOLOGIA S.A.,Comunicação e Informática,2025,97272.0,97272000.0,0.097272
MÉLIUZ S.A.,Comunicação e Informática,2025,-12474.0,-12474000.0,-0.012474
DOTZ S.A.,Comunicação e Informática,2025,-16956.0,-16956000.0,-0.016956
NEOGRID PARTICIPAÇÕES S.A.,Comunicação e Informática,2025,-39199.0,-39199000.0,-0.039199
BIONEXO S.A.,Comunicação e Informática,2025,-59267.0,-59267000.0,-0.059267
ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.,Comunicação e Informática,2025,-72945.0,-72945000.0,-0.072945
ECONOMATICA S.A.,Comunicação e Informática,2025,-172761.0,-172761000.0,-0.172761
LWSA S/A,Comunicação e Informática,2025,-183256.0,-183256000.0,-0.183256
GRUPO MULTILASER S.A.,Comunicação e Informática,2025,-199334.0,-199334000.0,-0.199334
VIVARA PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),2025,1272896247.0,1272896247000.0,1272.896247
VIBRA ENERGIA S/A,Comércio (Atacado e Varejo),2025,16692000.0,16692000000.0,16.692
AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,Comércio (Atacado e Varejo),2025,16020000.0,16020000000.0,16.02
LOJAS RENNER S.A.,Comércio (Atacado e Varejo),2025,5308468.0,5308468000.0,5.308468
RAIA DROGASIL S.A.,Comércio (Atacado e Varejo),2025,5023232.0,5023232000.0,5.023232
BTG PACTUAL COMMODITIES SERTRADING S.A.,Comércio (Atacado e Varejo),2025,1383195.0,1383195000.0,1.383195
SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,Comércio (Atacado e Varejo),2025,1165060.0,1165060000.0,1.16506
INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,Comércio (Atacado e Varejo),2025,1012145.0,1012145000.0,1.012145
ALLIED TECNOLOGIA S.A.,Comércio (Atacado e Varejo),2025,956488.0,956488000.0,0.956488
IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,Comércio (Atacado e Varejo),2025,940390.0,940390000.0,0.94039
GRUPO SBF S.A.,Comércio (Atacado e Varejo),2025,863804.0,863804000.0,0.863804
EMPREENDIMENTOS PAGUE MENOS S.A.,Comércio (Atacado e Varejo),2025,728156.0,728156000.0,0.728156
MAGAZINE LUIZA S.A.,Comércio (Atacado e Varejo),2025,653320.0,653320000.0,0.65332
TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.,Comércio (Atacado e Varejo),2025,517432.0,517432000.0,0.517432
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,Comércio (Atacado e Varejo),2025,460228.0,460228000.0,0.460228
OUROFINO S.A.,Comércio (Atacado e Varejo),2025,356640.0,356640000.0,0.35664
LUPO S.A.,Comércio (Atacado e Varejo),2025,349878.0,349878000.0,0.349878
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,Comércio (Atacado e Varejo),2025,248826.0,248826000.0,0.248826
UNIÃO PET PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),2025,226132.0,226132000.0,0.226132
GRAZZIOTIN S.A.,Comércio (Atacado e Varejo),2025,188504.0,188504000.0,0.188504
GRUPO FARTURA DE HORTIFRUT S.A.,Comércio (Atacado e Varejo),2025,162160.0,162160000.0,0.16216
TECHNOS S.A.,Comércio (Atacado e Varejo),2025,136308.0,136308000.0,0.136308
CPX DISTRIBUIDORA S.A.,Comércio (Atacado e Varejo),2025,78302.0,78302000.0,0.078302
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),2025,48422.0,48422000.0,0.048422
PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),2025,-5428.0,-5428000.0,-0.005428
W2W E-COMMERCE DE VINHOS S.A.,Comércio (Atacado e Varejo),2025,-34561.0,-34561000.0,-0.034561
ENJOEI S.A.,Comércio (Atacado e Varejo),2025,-40723.0,-40723000.0,-0.040723
FARMÁCIA E DROGARIA NISSEI S.A.,Comércio (Atacado e Varejo),2025,-86894.0,-86894000.0,-0.086894
LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,Comércio (Atacado e Varejo),2025,-162789.0,-162789000.0,-0.162789
GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,Comércio (Atacado e Varejo),2025,-310967.0,-310967000.0,-0.310967
LOJAS QUERO QUERO S.A.,Comércio (Atacado e Varejo),2025,-323590.0,-323590000.0,-0.32359
MARISA LOJAS S.A.,Comércio (Atacado e Varejo),2025,-375766.0,-375766000.0,-0.375766
CVLB BRASIL S.A EM RECUPERAÇÃO JUDICAL,Comércio (Atacado e Varejo),2025,-879325.0,-879325000.0,-0.879325
CM HOSPITALAR S.A,Comércio (Atacado e Varejo),2025,-1397252.0,-1397252000.0,-1.397252
GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,Comércio (Atacado e Varejo),2025,-1586196.0,-1586196000.0,-1.586196
INFRACOMMERCE CXAAS S.A.,Comércio (Atacado e Varejo),2025,-2092905.0,-2092905000.0,-2.092905
RAÍZEN S.A.,Comércio (Atacado e Varejo),2025,-3562818.0,-3562818000.0,-3.562818
CIA BRASILEIRA DE DISTRIBUICAO,Comércio (Atacado e Varejo),2025,-6436000.0,-6436000000.0,-6.436
GRUPO CASAS BAHIA S.A.,Comércio (Atacado e Varejo),2025,-8066000.0,-8066000000.0,-8.066
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,"Construção Civil, Mat. Constr. e Decoração",2025,4316881.0,4316881000.0,4.316881
VOTORANTIM CIMENTOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,4252279.0,4252279000.0,4.252279
FGR INCORPORAÇÕES S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,1916536.0,1916536000.0,1.916536
CURY CONSTRUTORA E INCORPORADORA S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,1780032.0,1780032000.0,1.780032
DIRECIONAL ENGENHARIA S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,1707360.0,1707360000.0,1.70736
MOURA DUBEUX ENGENHARIA S/A,"Construção Civil, Mat. Constr. e Decoração",2025,1342454.0,1342454000.0,1.342454
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,856620.0,856620000.0,0.85662
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,813265.0,813265000.0,0.813265
LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,"Construção Civil, Mat. Constr. e Decoração",2025,707864.0,707864000.0,0.707864
PACAEMBU CONSTRUTORA S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,603881.0,603881000.0,0.603881
CONSTRUTORA TENDA S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,585142.0,585142000.0,0.585142
CONSTRUTORA METROCASA S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,534413.0,534413000.0,0.534413
EUCATEX S.A. INDUSTRIA E COMERCIO,"Construção Civil, Mat. Constr. e Decoração",2025,517095.0,517095000.0,0.517095
INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,"Construção Civil, Mat. Constr. e Decoração",2025,488767.0,488767000.0,0.488767
DEXCO S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,474880.0,474880000.0,0.47488
EVEN CONSTRUTORA E INCORPORADORA S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,430570.0,430570000.0,0.43057
HELBOR EMPREENDIMENTOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,255048.0,255048000.0,0.255048
HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,232347.0,232347000.0,0.232347
CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,"Construção Civil, Mat. Constr. e Decoração",2025,188811.0,188811000.0,0.188811
EMCCAMP RESIDENCIAL S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,162674.0,162674000.0,0.162674
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,147740.0,147740000.0,0.14774
INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,134343.0,134343000.0,0.134343
BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,121350.0,121350000.0,0.12135
ETERNIT S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,87795.0,87795000.0,0.087795
PRINER SERVIÇOS INDUSTRIAIS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,72442.0,72442000.0,0.072442
PATRIMAR ENGENHARIA S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,67741.0,67741000.0,0.067741
CONSTRUTORA ADOLPHO LINDENBERG S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,53822.0,53822000.0,0.053822
SONDOTECNICA ENGENHARIA SOLOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,50635.0,50635000.0,0.050635
URBA DESENVOLVIMENTO URBANO S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,29423.0,29423000.0,0.029423
EZ INC INCORPORAÇÕES S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,28968.0,28968000.0,0.028968
TIGRE S.A. PARTICIPAÇÕES,"Construção Civil, Mat. Constr. e Decoração",2025,6455.0,6455000.0,0.006455
UNICASA INDÚSTRIA DE MÓVEIS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,900.0,900000.0,0.0009
FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,-8914.0,-8914000.0,-0.008914
ALPHAVILLE S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,-20295.0,-20295000.0,-0.020295
KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,-96684.0,-96684000.0,-0.096684
VIVER INCORPORADORA E CONSTRUTORA S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,-227935.0,-227935000.0,-0.227935
YOU INC INCORPORADORA E PARTICIPAÇÕES S.A,"Construção Civil, Mat. Constr. e Decoração",2025,-333835.0,-333835000.0,-0.333835
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,-336273.0,-336273000.0,-0.336273
PBG S/A,"Construção Civil, Mat. Constr. e Decoração",2025,-393739.0,-393739000.0,-0.393739
JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,"Construção Civil, Mat. Constr. e Decoração",2025,-448006.0,-448006000.0,-0.448006
TECNISA S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,-502368.0,-502368000.0,-0.502368
GAFISA S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,-585273.0,-585273000.0,-0.585273
AZEVEDO E TRAVASSOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,-884800.0,-884800000.0,-0.8848
MRV ENGENHARIA E PARTICIPACOES S.A.,"Construção Civil, Mat. Constr. e Decoração",2025,-1524801.0,-1524801000.0,-1.524801
INSPIRALI EDUCAÇÃO S.A.,Educação,2025,1081170.0,1081170000.0,1.08117
VITRU EDUCAÇÃO S.A.,Educação,2025,658643.0,658643000.0,0.658643
ANIMA HOLDING S.A.,Educação,2025,461109.0,461109000.0,0.461109
CRUZEIRO DO SUL EDUCACIONAL S.A.,Educação,2025,441172.0,441172000.0,0.441172
SER EDUCACIONAL S.A.,Educação,2025,213274.0,213274000.0,0.213274
ATOM EDUCAÇÃO E EDITORA S.A.,Educação,2025,-3480.0,-3480000.0,-0.00348
COMPANHIA BRASILEIRA DE EDUCAÇÃO E SISTEMA DE ENSINO S.A.,Educação,2025,-211800.0,-211800000.0,-0.2118
ORANJEBTC S.A. - EDUCAÇÃO E INVESTIMENTO,Educação,2025,-469986.0,-469986000.0,-0.469986
IRANI PAPEL E EMBALAGEM S.A.,Embalagens,2025,546569.0,546569000.0,0.546569
ALIPERTI S.A.,"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)",2025,69001.0,69001000.0,0.069001
BRF S.A.,Emp. Adm. Part. - Alimentos,2025,6980093.0,6980093000.0,6.980093
MINUPAR PARTICIPACOES S.A.,Emp. Adm. Part. - Alimentos,2025,528199.0,528199000.0,0.528199
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,Emp. Adm. Part. - Alimentos,2025,45694.0,45694000.0,0.045694
FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Alimentos,2025,-23786.0,-23786000.0,-0.023786
BRBI BR PARTNERS S.A,Emp. Adm. Part. - Bancos,2025,368743.0,368743000.0,0.368743
REVEE S.A.,Emp. Adm. Part. - Brinquedos e Lazer,2025,12042000.0,12042000000.0,12.042
QUALITY SOFTWARE S.A.,Emp. Adm. Part. - Comunicação e Informática,2025,51514516.0,51514516000.0,51.514516
VOKE S.A.,Emp. Adm. Part. - Comunicação e Informática,2025,-9351.0,-9351000.0,-0.009351
CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Comunicação e Informática,2025,-175123.0,-175123000.0,-0.175123
GRUPO MATEUS S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2025,6259852.0,6259852000.0,6.259852
ALLOS S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2025,3514542.0,3514542000.0,3.514542
BR MALLS PARTICIPACOES S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2025,3106052.0,3106052000.0,3.106052
IGUATEMI S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2025,982452.0,982452000.0,0.982452
ALMEIDA JUNIOR SHOPPING CENTERS S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2025,484735.0,484735000.0,0.484735
CANTU STORE S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2025,90641.0,90641000.0,0.090641
VESTE S.A. ESTILO,Emp. Adm. Part. - Comércio (Atacado e Varejo),2025,25074.0,25074000.0,0.025074
MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2025,4964438.0,4964438000.0,4.964438
JHSF PARTICIPACOES S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2025,2730085.0,2730085000.0,2.730085
SYN PROP & TECH S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2025,1469626.0,1469626000.0,1.469626
EZ TEC EMPREEND. E PARTICIPACOES S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2025,976313.0,976313000.0,0.976313
TRISUL S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2025,775878.0,775878000.0,0.775878
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2025,286889.0,286889000.0,0.286889
LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2025,86616.0,86616000.0,0.086616
NEXPE PARTICIPAÇÕES S.A,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2025,59054.0,59054000.0,0.059054
TEGRA INCORPORADORA S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2025,-74815.0,-74815000.0,-0.074815
PDG REALTY S.A. EMPREEND E PARTICIPACOES,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2025,-763587.0,-763587000.0,-0.763587
CIA HABITASUL DE PARTICIPACOES,Emp. Adm. Part. - Crédito Imobiliário,2025,89518.0,89518000.0,0.089518
COGNA EDUCAÇÃO S.A.,Emp. Adm. Part. - Educação,2025,1577666.0,1577666000.0,1.577666
YDUQS PARTICIPACOES S.A.,Emp. Adm. Part. - Educação,2025,1042770.0,1042770000.0,1.04277
